Color,Quality,Volatile Acidity,Density,Alcohol,pH,Residual Sugar,Sulphates,Chlorides
white,7,0.32,0.99,12.4,3.08,4.8,0.47,0.03
white,7,0.32,0.99,12.4,3.29,1.5,0.42,0.04
white,7,0.32,0.99,12.4,3.29,1.5,0.42,0.04
white,7,0.3,0.99,12.4,3.26,4.7,0.68,0.04
red,7,0.29,1.0,12.4,3.27,2.2,1.01,0.05
white,7,0.23,0.99,12.4,3.14,2.7,0.38,0.03
white,7,0.16,0.99,12.4,3.19,1.3,0.51,0.04
white,7,0.38,0.99,12.4,3.15,5.0,0.31,0.02
white,7,0.29,0.99,12.4,3.29,2.9,0.6,0.04
white,7,0.41,0.99,12.4,3.17,4.5,0.54,0.03
red,7,0.25,0.99,12.4,3.52,2.5,0.8,0.06
white,7,0.46,0.99,12.4,3.16,5.2,0.44,0.04
red,7,0.33,1.0,12.4,3.32,2.5,0.88,0.07
white,7,0.16,0.99,12.4,3.19,1.8,0.75,0.04
white,7,0.31,0.99,12.4,3.14,5.1,0.31,0.03
white,7,0.45,0.99,12.4,3.11,5.0,0.4,0.03
white,7,0.38,0.99,12.3,3.38,6.0,0.38,0.03
white,7,0.33,0.99,12.3,3.08,3.3,0.31,0.03
white,7,0.34,0.99,12.3,3.35,5.2,0.47,0.03
white,7,0.34,0.99,12.3,3.36,4.7,0.49,0.03
red,7,0.84,1.0,12.3,3.52,2.3,0.56,0.06
white,7,0.21,0.99,12.3,3.15,1.8,0.46,0.02
white,7,0.24,0.99,12.3,3.25,9.0,0.26,0.03
red,7,0.84,1.0,12.3,3.52,2.3,0.56,0.06
white,7,0.32,0.99,12.3,3.1,2.0,0.71,0.03
white,7,0.26,0.99,12.3,3.4,3.5,0.71,0.03
red,7,0.28,0.99,12.3,3.25,1.7,0.55,0.07
white,7,0.4,0.99,12.3,3.22,5.2,0.62,0.03
white,7,0.42,0.99,12.3,3.13,5.0,0.57,0.04
white,7,0.42,0.99,12.3,3.38,1.5,0.36,0.02
red,7,0.82,1.0,12.3,3.58,2.7,0.89,0.07
white,7,0.38,0.99,12.3,3.06,5.2,0.5,0.04
white,7,0.2,0.99,12.3,2.98,4.8,0.49,0.03
white,7,0.2,0.99,12.3,3.59,1.4,0.56,0.03
white,7,0.19,0.99,12.3,3.08,1.3,0.62,0.03
red,7,0.3,0.99,12.3,3.01,8.3,0.51,0.05
white,7,0.23,0.99,12.3,3.26,2.3,0.54,0.03
white,7,0.23,0.99,12.3,3.26,2.3,0.54,0.03
white,7,0.43,0.99,12.3,3.54,5.7,0.61,0.04
red,7,0.42,0.99,12.3,3.78,2.0,0.64,0.09
white,7,0.19,0.99,12.3,3.09,1.6,0.46,0.04
white,7,0.25,0.99,12.3,3.13,3.0,0.39,0.03
white,7,0.32,0.99,12.3,3.0,8.7,0.34,0.03
white,7,0.29,0.99,12.3,3.13,9.6,0.38,0.03
white,7,0.34,0.99,12.3,3.1,3.3,0.4,0.03
red,7,0.3,0.99,12.3,3.01,8.3,0.51,0.05
white,7,0.34,0.99,12.3,3.1,3.3,0.4,0.03
white,7,0.4,0.99,12.2,3.18,7.7,0.41,0.03
white,7,0.39,0.99,12.2,3.19,4.9,0.58,0.04
white,7,0.39,0.99,12.2,3.19,4.9,0.58,0.04
white,7,0.28,0.99,12.2,3.17,4.8,0.44,0.03
white,7,0.21,0.99,12.2,3.66,10.2,0.48,0.04
red,7,0.48,0.99,12.2,3.54,1.6,0.62,0.05
white,7,0.32,0.99,12.2,3.38,6.4,0.58,0.03
white,7,0.32,0.99,12.2,3.38,6.4,0.58,0.03
white,7,0.34,0.99,12.2,3.0,1.9,0.47,0.04
white,7,0.25,1.0,12.2,3.37,14.0,0.5,0.03
red,7,0.4,1.0,12.2,3.27,4.6,0.64,0.09
white,7,0.28,0.99,12.2,3.25,1.8,0.48,0.03
white,7,0.33,0.99,12.2,3.3,4.0,0.43,0.03
white,7,0.2,0.99,12.2,3.38,6.2,0.49,0.03
white,7,0.54,0.99,12.2,3.41,5.1,0.4,0.04
white,7,0.34,0.99,12.2,3.4,2.6,0.67,0.02
white,7,0.31,0.99,12.2,3.12,1.4,0.36,0.04
red,7,0.41,1.0,12.2,3.34,4.6,0.79,0.07
white,7,0.34,0.99,12.2,2.97,2.1,0.48,0.03
white,7,0.32,0.99,12.2,3.44,2.7,0.73,0.05
white,7,0.32,0.99,12.2,3.44,2.7,0.73,0.05
white,7,0.43,0.99,12.2,3.16,4.5,0.56,0.05
white,7,0.48,0.99,12.2,3.14,3.5,0.38,0.03
red,7,0.7,1.0,12.2,3.17,3.4,0.84,0.13
white,7,0.36,0.99,12.2,2.99,7.9,0.3,0.03
white,7,0.25,0.99,12.2,3.29,1.8,0.39,0.04
white,7,0.36,0.99,12.2,3.33,5.0,0.42,0.04
white,7,0.28,0.99,12.2,3.16,8.5,0.46,0.03
white,7,0.46,0.99,12.2,3.21,6.2,0.35,0.04
white,7,0.33,0.99,12.2,2.97,4.5,0.52,0.03
white,7,0.15,0.99,12.2,3.11,1.5,0.46,0.04
white,7,0.34,0.99,12.2,3.3,1.5,0.33,0.03
white,7,0.21,0.99,12.15,3.21,5.7,1.08,0.03
white,7,0.28,0.99,12.1,3.0,1.6,0.38,0.03
red,7,0.33,1.0,12.1,3.3,5.9,0.62,0.07
white,7,0.28,0.99,12.1,3.0,1.6,0.38,0.03
white,7,0.33,0.99,12.1,3.22,1.6,0.34,0.03
red,7,0.52,1.0,12.1,3.15,2.6,0.79,0.07
red,7,0.3,0.99,12.1,3.27,3.8,0.64,0.09
red,7,0.34,0.99,12.1,3.2,2.1,0.69,0.05
white,7,0.25,0.99,12.1,3.23,1.3,0.64,0.04
white,7,0.23,0.99,12.1,3.19,3.5,0.37,0.04
red,7,0.42,1.0,12.1,3.24,2.65,0.77,0.08
white,7,0.32,0.99,12.1,3.1,9.9,0.43,0.03
red,7,0.34,1.0,12.1,3.35,2.5,0.77,0.06
white,7,0.23,0.99,12.1,3.24,1.5,0.99,0.03
red,7,0.48,1.0,12.1,3.21,4.0,0.59,0.1
white,7,0.26,0.99,12.1,2.99,3.6,0.47,0.02
white,7,0.26,0.99,12.1,3.33,2.1,0.43,0.03
red,7,0.48,1.0,12.1,3.21,4.0,0.59,0.1
white,7,0.2,0.99,12.1,3.08,1.6,0.74,0.03
white,7,0.27,0.99,12.1,2.99,1.8,0.48,0.03
white,7,0.16,0.99,12.1,3.12,1.0,0.4,0.03
white,7,0.27,0.99,12.1,2.99,1.8,0.48,0.03
white,7,0.28,0.99,12.1,3.28,3.6,0.48,0.04
white,7,0.36,0.99,12.1,3.1,10.2,0.43,0.03
white,7,0.21,0.99,12.1,3.05,1.2,0.28,0.04
white,7,0.36,0.99,12.1,3.1,2.9,0.49,0.03
white,7,0.22,0.99,12.1,3.23,3.7,0.41,0.06
white,7,0.28,0.99,12.1,3.28,3.6,0.48,0.04
white,7,0.27,0.99,12.1,3.13,1.2,0.48,0.04
white,7,0.28,0.99,12.1,3.21,6.1,0.43,0.03
white,7,0.21,0.99,12.0,3.24,1.7,0.37,0.05
red,7,0.33,0.99,12.0,3.3,3.3,0.73,0.06
red,7,0.31,1.0,12.0,3.33,2.2,0.86,0.08
white,7,0.34,0.99,12.0,3.16,6.0,0.39,0.03
red,7,0.44,1.0,12.0,3.29,4.1,0.99,0.09
white,7,0.31,0.99,12.0,3.36,4.9,0.82,0.03
white,7,0.22,0.99,12.0,3.17,1.4,0.48,0.05
white,7,0.4,0.99,12.0,3.15,3.5,0.31,0.05
white,7,0.22,0.99,12.0,3.34,2.8,0.41,0.04
white,7,0.34,0.99,12.0,3.38,4.6,0.58,0.03
white,7,0.28,0.99,12.0,3.2,4.6,0.46,0.05
white,7,0.35,0.99,12.0,3.34,2.3,0.59,0.03
red,7,0.35,1.0,12.0,3.23,3.6,0.7,0.11
white,7,0.37,0.99,12.0,3.12,2.7,0.59,0.03
white,7,0.32,0.99,12.0,3.31,1.3,0.65,0.04
white,7,0.2,0.99,12.0,3.25,1.6,0.39,0.04
white,7,0.26,0.99,12.0,3.15,4.6,0.38,0.03
white,7,0.37,0.99,12.0,3.36,1.5,0.56,0.03
white,7,0.26,0.99,12.0,3.1,9.2,0.38,0.04
red,7,0.35,1.0,12.0,3.2,5.8,0.66,0.07
white,7,0.27,1.0,12.0,3.36,13.9,0.5,0.03
white,7,0.33,0.99,12.0,3.16,6.3,0.39,0.04
white,7,0.17,0.99,12.0,3.65,1.8,0.89,0.03
white,7,0.49,1.0,12.0,3.13,15.1,0.51,0.03
white,7,0.28,0.99,12.0,3.06,8.9,0.38,0.04
white,7,0.49,1.0,12.0,3.13,15.1,0.51,0.03
white,7,0.36,0.99,12.0,3.06,3.2,0.33,0.03
white,7,0.18,0.99,12.0,3.51,1.25,0.6,0.03
white,7,0.18,0.99,12.0,3.51,1.25,0.6,0.03
white,7,0.08,0.99,12.0,3.34,1.9,0.7,0.03
white,7,0.08,0.99,12.0,3.34,1.9,0.7,0.03
white,7,0.31,0.99,12.0,2.98,9.1,0.31,0.04
white,7,0.31,0.99,12.0,2.98,9.1,0.31,0.04
white,7,0.12,0.99,12.0,3.23,5.85,0.32,0.04
red,7,0.27,1.0,12.0,3.2,2.4,1.13,0.07
red,7,0.27,1.0,12.0,3.2,2.4,1.13,0.07
white,7,0.16,0.99,12.0,3.33,1.7,0.86,0.04
white,7,0.19,0.99,12.0,3.18,1.5,0.68,0.04
white,7,0.32,0.99,12.0,3.28,5.7,0.6,0.04
white,7,0.38,0.99,12.0,3.38,8.5,0.35,0.04
white,7,0.21,0.99,12.0,3.18,6.3,0.53,0.03
white,7,0.17,0.99,12.0,2.91,1.8,0.57,0.04
white,7,0.39,0.99,12.0,3.18,7.4,0.44,0.02
red,7,0.44,1.0,12.0,3.17,6.55,0.85,0.07
white,7,0.39,0.99,12.0,3.18,7.4,0.44,0.02
red,7,0.44,1.0,12.0,3.17,6.55,0.85,0.07
white,7,0.39,0.99,12.0,3.18,7.4,0.44,0.02
white,7,0.34,0.99,11.95,3.28,8.9,0.35,0.03
white,7,0.41,0.99,11.94,3.2,7.3,0.39,0.04
white,7,0.41,0.99,11.94,3.2,7.3,0.39,0.04
white,7,0.48,0.99,11.9,3.47,1.5,0.42,0.04
white,7,0.33,0.99,11.9,3.03,6.85,0.3,0.04
white,7,0.33,0.99,11.9,3.03,6.85,0.3,0.04
red,7,0.12,1.0,11.9,3.41,1.8,0.76,0.08
red,7,0.12,1.0,11.9,3.41,1.8,0.76,0.08
red,7,0.12,1.0,11.9,3.41,1.8,0.76,0.08
red,7,0.38,1.0,11.9,3.13,2.4,0.58,0.1
white,7,0.12,0.99,11.9,3.02,3.1,0.52,0.02
white,7,0.12,0.99,11.9,3.02,3.1,0.52,0.02
white,7,0.31,0.99,11.9,3.18,5.8,0.53,0.04
red,7,0.2,0.99,11.9,3.32,1.7,0.8,0.05
white,7,0.28,0.99,11.9,3.27,1.8,0.98,0.04
white,7,0.25,0.99,11.9,3.16,2.3,0.48,0.04
white,7,0.24,0.99,11.9,3.19,1.7,0.81,0.03
white,7,0.22,0.99,11.9,3.27,2.2,0.59,0.03
white,7,0.34,0.99,11.9,3.35,2.5,0.6,0.02
white,7,0.22,0.99,11.9,3.27,2.2,0.59,0.03
white,7,0.24,0.99,11.9,3.19,1.7,0.81,0.03
white,7,0.17,0.99,11.9,3.14,5.9,0.4,0.02
white,7,0.17,0.99,11.9,3.0,1.1,0.52,0.03
white,7,0.35,0.99,11.9,3.15,6.3,0.34,0.04
white,7,0.23,0.99,11.9,3.19,1.9,0.43,0.04
white,7,0.25,0.99,11.9,3.16,2.3,0.48,0.04
white,7,0.23,0.99,11.9,3.19,1.9,0.43,0.04
white,7,0.24,0.99,11.9,3.03,7.4,0.33,0.04
white,7,0.28,0.99,11.8,3.28,6.2,0.51,0.03
white,7,0.13,0.99,11.8,3.42,1.2,0.64,0.04
white,7,0.28,0.99,11.8,3.28,6.2,0.51,0.03
white,7,0.31,0.99,11.8,3.05,1.8,0.44,0.04
red,7,0.56,1.0,11.8,3.28,2.4,0.73,0.09
white,7,0.32,0.99,11.8,3.42,4.75,0.42,0.03
white,7,0.32,0.99,11.8,3.42,4.75,0.42,0.03
white,7,0.32,0.99,11.8,3.42,4.75,0.42,0.03
white,7,0.22,0.99,11.8,3.03,1.85,0.3,0.03
red,7,0.38,1.0,11.8,3.12,2.1,0.65,0.1
red,7,0.31,1.0,11.8,3.31,2.8,0.79,0.11
white,7,0.22,0.99,11.8,3.03,1.85,0.3,0.03
white,7,0.3,0.99,11.8,3.31,2.5,0.61,0.04
white,7,0.21,0.99,11.8,3.15,7.3,0.38,0.03
white,7,0.52,1.0,11.8,3.14,14.0,0.38,0.03
white,7,0.2,0.99,11.8,3.31,12.8,0.57,0.04
white,7,0.34,0.99,11.8,3.39,3.8,0.44,0.04
white,7,0.25,0.99,11.8,3.06,5.3,0.32,0.03
red,7,0.54,1.0,11.8,3.01,4.4,0.83,0.12
white,7,0.21,0.99,11.8,2.99,2.7,0.43,0.03
white,7,0.33,0.99,11.8,3.07,2.6,0.52,0.04
red,7,0.41,1.0,11.8,3.21,6.2,0.49,0.07
white,7,0.23,0.99,11.8,3.32,1.9,0.53,0.04
white,7,0.31,0.99,11.8,3.05,1.8,0.44,0.04
white,7,0.27,0.99,11.8,3.1,5.0,0.33,0.04
red,7,0.51,1.0,11.8,3.09,2.4,0.66,0.11
red,7,0.32,0.99,11.8,3.14,2.3,0.71,0.08
white,7,0.52,1.0,11.8,3.14,14.0,0.38,0.03
red,7,0.51,1.0,11.8,3.09,2.4,0.66,0.11
red,7,0.18,1.0,11.8,3.33,1.75,0.76,0.07
white,7,0.14,0.99,11.8,3.1,1.1,0.37,0.04
red,7,0.28,1.0,11.8,3.3,1.7,0.74,0.06
white,7,0.4,0.99,11.75,3.31,3.9,0.58,0.03
white,7,0.28,0.99,11.7,3.26,2.4,0.39,0.01
white,7,0.2,0.99,11.7,3.17,1.9,0.44,0.04
white,7,0.31,0.99,11.7,3.31,4.1,0.38,0.03
white,7,0.25,0.99,11.7,3.01,2.4,0.36,0.04
red,7,0.74,1.0,11.7,3.51,2.5,0.71,0.07
red,7,0.56,0.99,11.7,3.42,2.4,0.62,0.06
white,7,0.24,0.99,11.7,3.37,2.8,0.66,0.04
white,7,0.41,0.99,11.7,3.53,3.2,0.79,0.03
white,7,0.41,0.99,11.7,3.53,3.2,0.79,0.03
red,7,0.28,0.99,11.7,3.26,2.4,0.39,0.01
white,7,0.32,0.99,11.7,3.21,2.4,0.65,0.04
red,7,0.3,1.0,11.7,3.26,2.0,0.84,0.06
red,7,0.29,1.0,11.7,3.26,2.05,0.84,0.06
red,7,0.29,1.0,11.7,3.26,2.05,0.84,0.06
red,7,0.28,0.99,11.7,3.26,2.4,0.39,0.01
red,7,0.42,1.0,11.7,3.24,2.95,0.75,0.12
white,7,0.12,0.99,11.7,3.15,1.4,0.5,0.04
red,7,0.65,1.0,11.7,3.34,2.5,0.74,0.08
red,7,0.4,1.0,11.7,3.27,6.7,0.82,0.1
white,7,0.24,0.99,11.7,3.16,1.0,0.37,0.03
white,7,0.19,0.99,11.7,3.18,1.4,0.51,0.05
red,7,0.3,1.0,11.7,3.27,2.0,0.85,0.07
white,7,0.35,0.99,11.63,3.35,3.2,0.58,0.03
red,7,0.38,1.0,11.6,3.22,2.4,0.65,0.1
white,7,0.35,0.99,11.6,3.54,6.3,0.5,0.02
white,7,0.28,0.99,11.6,3.32,2.7,0.41,0.04
white,7,0.24,0.99,11.6,3.04,2.0,0.45,0.04
red,7,0.32,0.99,11.6,3.29,2.4,0.8,0.06
white,7,0.37,0.99,11.6,3.29,6.3,0.46,0.03
white,7,0.28,0.99,11.6,3.32,2.7,0.41,0.04
white,7,0.2,0.99,11.6,3.25,2.1,0.46,0.05
white,7,0.38,0.99,11.6,3.36,2.5,0.59,0.04
red,7,0.58,0.99,11.6,3.35,2.0,0.76,0.06
white,7,0.2,0.99,11.6,3.31,1.1,0.45,0.04
white,7,0.22,0.99,11.6,3.29,1.6,0.59,0.03
red,7,0.53,1.0,11.6,3.19,2.4,0.76,0.09
white,7,0.26,0.99,11.6,3.09,2.0,0.72,0.05
white,7,0.24,0.99,11.6,3.33,6.8,0.46,0.04
red,7,0.34,1.0,11.6,3.38,4.7,0.66,0.06
white,7,0.37,0.99,11.6,3.29,6.3,0.46,0.03
white,7,0.22,0.99,11.6,3.14,2.4,0.37,0.04
red,7,0.44,1.0,11.6,3.23,2.7,0.63,0.08
white,7,0.19,0.99,11.5,3.08,1.4,0.68,0.04
white,7,0.27,0.99,11.5,3.04,10.4,0.52,0.04
white,7,0.22,0.99,11.5,3.35,4.55,0.33,0.04
white,7,0.27,0.99,11.5,3.04,10.4,0.52,0.04
white,7,0.3,0.99,11.5,3.52,7.85,0.43,0.03
white,7,0.3,0.99,11.5,3.22,1.4,0.52,0.05
white,7,0.14,0.99,11.5,3.4,2.7,0.74,0.04
white,7,0.36,0.99,11.5,3.4,2.1,0.71,0.04
white,7,0.25,0.99,11.5,2.94,7.25,0.37,0.03
white,7,0.13,0.99,11.5,3.1,1.6,0.5,0.05
white,7,0.22,0.99,11.5,3.12,8.0,0.32,0.04
white,7,0.18,0.99,11.5,3.36,1.4,0.6,0.03
white,7,0.18,0.99,11.5,3.36,1.4,0.6,0.03
red,7,0.43,0.99,11.5,3.44,2.2,0.72,0.06
white,7,0.17,0.99,11.5,3.21,1.7,0.44,0.04
white,7,0.46,0.99,11.5,3.26,5.0,0.6,0.03
red,7,0.59,0.99,11.5,3.42,2.1,0.55,0.09
white,7,0.14,0.99,11.5,3.38,1.2,0.35,0.03
white,7,0.14,0.99,11.5,3.38,1.2,0.35,0.03
red,7,0.66,1.0,11.5,3.37,3.2,0.71,0.08
red,7,0.66,1.0,11.5,3.37,3.2,0.71,0.08
red,7,0.3,0.99,11.5,3.14,1.7,0.57,0.06
red,7,0.53,1.0,11.5,3.05,3.65,0.74,0.12
white,7,0.13,0.99,11.5,3.24,2.3,0.92,0.05
white,7,0.26,0.99,11.5,3.46,10.6,0.28,0.03
white,7,0.32,0.99,11.5,3.51,4.9,0.49,0.03
white,7,0.21,0.99,11.5,2.93,5.35,0.43,0.03
white,7,0.21,0.99,11.5,2.93,5.35,0.43,0.03
white,7,0.21,0.99,11.5,3.3,4.4,0.31,0.03
white,7,0.16,0.99,11.5,3.33,1.4,0.64,0.03
white,7,0.25,0.99,11.5,2.94,7.25,0.37,0.03
white,7,0.22,0.99,11.5,3.05,10.6,0.55,0.04
white,7,0.3,0.99,11.5,3.15,4.6,0.45,0.03
white,7,0.3,0.99,11.5,3.15,4.6,0.45,0.03
white,7,0.32,0.99,11.45,3.15,6.6,0.36,0.02
white,7,0.16,0.99,11.4,3.3,1.0,0.39,0.03
white,7,0.12,0.99,11.4,3.27,2.1,0.74,0.04
white,7,0.26,0.99,11.4,3.36,1.0,0.48,0.04
white,7,0.16,0.99,11.4,3.06,1.8,0.44,0.05
white,7,0.35,0.99,11.4,3.4,6.5,0.42,0.03
white,7,0.19,0.99,11.4,3.15,6.3,0.52,0.03
white,7,0.45,1.0,11.4,3.06,10.8,0.47,0.05
white,7,0.21,0.99,11.4,3.15,2.4,0.38,0.03
white,7,0.17,0.99,11.4,3.25,1.5,0.55,0.03
white,7,0.45,1.0,11.4,3.06,10.8,0.47,0.05
white,7,0.29,0.99,11.4,3.27,1.7,0.69,0.04
white,7,0.21,0.99,11.4,3.33,2.5,0.75,0.05
white,7,0.29,0.99,11.4,3.27,1.7,0.69,0.04
red,7,0.34,0.99,11.4,3.19,1.4,0.55,0.07
white,7,0.26,0.99,11.4,3.35,1.1,0.43,0.03
white,7,0.16,0.99,11.4,3.49,2.3,0.42,0.04
white,7,0.26,0.99,11.4,2.95,1.2,0.36,0.03
white,7,0.2,0.99,11.4,3.11,1.5,0.49,0.04
white,7,0.2,0.99,11.4,3.11,1.5,0.49,0.04
white,7,0.42,0.99,11.4,3.33,1.6,0.51,0.02
white,7,0.15,0.99,11.4,3.42,1.4,0.57,0.02
white,7,0.25,0.99,11.4,3.35,1.45,0.4,0.04
white,7,0.31,0.99,11.4,3.19,1.6,0.45,0.04
white,7,0.16,0.99,11.4,3.38,2.5,0.51,0.05
red,7,0.29,1.0,11.4,3.04,2.8,0.68,0.08
white,7,0.19,0.99,11.4,3.15,6.3,0.52,0.03
white,7,0.35,0.99,11.4,3.4,6.5,0.42,0.03
white,7,0.24,0.99,11.4,3.12,2.0,0.54,0.05
white,7,0.1,0.99,11.4,3.14,1.0,0.56,0.04
white,7,0.25,0.99,11.3,2.93,1.2,0.37,0.03
white,7,0.25,0.99,11.3,2.93,1.2,0.37,0.03
white,7,0.3,0.99,11.3,3.31,2.8,0.63,0.02
white,7,0.3,0.99,11.3,3.31,2.8,0.63,0.02
red,7,0.26,1.0,11.3,3.4,2.5,0.78,0.07
red,7,0.4,0.99,11.3,3.28,3.6,0.49,0.06
white,7,0.3,0.99,11.3,3.31,2.8,0.63,0.02
white,7,0.44,0.99,11.3,3.26,4.25,0.47,0.03
white,7,0.26,0.99,11.3,3.22,2.9,0.38,0.03
red,7,0.57,1.0,11.3,3.47,2.3,0.71,0.12
white,7,0.25,0.99,11.3,3.19,1.4,0.48,0.04
white,7,0.23,0.99,11.3,3.31,3.8,0.5,0.04
white,7,0.15,0.99,11.3,3.07,1.1,0.72,0.04
white,7,0.23,0.99,11.3,3.04,2.6,0.59,0.04
white,7,0.11,0.99,11.3,3.18,1.1,0.74,0.04
white,7,0.26,0.99,11.3,3.22,2.9,0.38,0.03
white,7,0.23,0.99,11.3,3.15,3.9,0.64,0.04
white,7,0.19,0.99,11.3,3.16,4.2,0.42,0.04
red,7,0.37,0.99,11.3,3.23,2.0,0.73,0.06
white,7,0.23,0.99,11.3,3.03,2.6,0.56,0.03
red,7,0.37,0.99,11.3,3.23,2.0,0.73,0.06
red,7,0.28,1.0,11.3,3.28,2.0,0.9,0.06
white,7,0.36,0.99,11.3,3.38,3.2,0.39,0.03
white,7,0.44,0.99,11.3,3.21,3.4,0.37,0.05
white,7,0.44,0.99,11.3,3.12,11.2,0.43,0.03
white,7,0.44,0.99,11.3,3.12,11.2,0.43,0.03
white,7,0.44,0.99,11.3,3.12,11.2,0.43,0.03
white,7,0.18,0.99,11.3,3.05,1.3,0.53,0.03
white,7,0.13,0.99,11.3,3.23,1.4,0.6,0.03
white,7,0.22,0.99,11.3,3.17,12.2,0.42,0.03
white,7,0.17,0.99,11.3,3.38,2.9,0.34,0.03
white,7,0.24,0.99,11.3,3.05,2.5,0.56,0.04
white,7,0.37,0.99,11.3,3.0,1.6,0.55,0.04
white,7,0.26,0.99,11.3,3.25,1.4,0.75,0.02
white,7,0.22,0.99,11.3,3.08,2.4,0.6,0.04
red,7,0.24,0.99,11.3,3.14,1.7,0.59,0.06
white,7,0.24,0.99,11.3,3.3,3.95,0.54,0.04
white,7,0.24,0.99,11.3,3.13,2.5,0.5,0.03
white,7,0.16,0.99,11.3,3.11,1.2,0.75,0.05
white,7,0.16,0.99,11.3,3.11,1.2,0.75,0.05
white,7,0.18,0.99,11.3,3.2,1.2,0.48,0.04
white,7,0.26,0.99,11.3,3.03,3.2,0.32,0.03
white,7,0.26,0.99,11.3,3.03,3.2,0.32,0.03
white,7,0.18,0.99,11.3,3.2,1.2,0.48,0.04
white,7,0.44,0.99,11.27,3.26,4.25,0.47,0.03
white,7,0.19,0.99,11.2,3.19,3.8,0.6,0.04
white,7,0.34,0.99,11.2,3.36,1.3,0.51,0.03
red,7,0.39,0.99,11.2,3.45,2.0,0.87,0.07
white,7,0.15,0.99,11.2,3.14,1.2,0.73,0.04
white,7,0.13,0.99,11.2,3.13,1.1,0.72,0.04
white,7,0.13,0.99,11.2,3.13,1.1,0.72,0.04
red,7,0.31,1.0,11.2,3.31,2.2,0.68,0.06
white,7,0.15,0.99,11.2,3.14,1.2,0.73,0.04
white,7,0.13,0.99,11.2,3.13,1.1,0.72,0.04
white,7,0.18,0.99,11.2,3.32,1.4,0.59,0.04
white,7,0.16,0.99,11.2,3.11,2.6,0.37,0.03
white,7,0.12,0.99,11.2,3.2,1.4,0.45,0.04
red,7,0.31,1.0,11.2,3.24,1.6,0.83,0.08
red,7,0.37,1.0,11.2,3.17,2.3,0.81,0.06
red,7,0.48,1.0,11.2,3.33,2.8,0.67,0.07
white,7,0.15,0.99,11.2,3.1,2.3,0.58,0.03
white,7,0.15,0.99,11.2,3.1,2.3,0.58,0.03
white,7,0.39,0.99,11.2,3.23,4.8,0.43,0.04
white,7,0.39,0.99,11.2,3.23,4.8,0.43,0.04
white,7,0.39,0.99,11.2,3.23,4.8,0.43,0.04
white,7,0.33,0.99,11.2,3.25,5.0,0.43,0.03
white,7,0.33,0.99,11.2,3.25,5.0,0.43,0.03
white,7,0.16,0.99,11.2,3.24,1.7,0.66,0.05
white,7,0.3,0.99,11.2,3.12,4.8,0.49,0.02
white,7,0.3,0.99,11.2,3.28,1.7,0.41,0.03
red,7,0.34,0.99,11.2,3.27,1.9,0.54,0.06
white,7,0.2,0.99,11.2,3.38,3.0,0.68,0.03
red,7,0.68,1.0,11.2,2.95,3.7,0.68,0.1
red,7,0.33,1.0,11.2,3.26,2.8,0.74,0.08
red,7,0.33,1.0,11.2,3.26,2.8,0.74,0.08
white,7,0.42,1.0,11.2,3.29,8.2,0.6,0.06
red,7,0.48,1.0,11.2,3.37,5.5,0.68,0.09
white,7,0.3,0.99,11.2,3.1,8.1,0.3,0.04
white,7,0.27,0.99,11.1,3.32,1.5,0.44,0.04
white,7,0.27,0.99,11.1,3.32,1.5,0.44,0.04
white,7,0.1,0.99,11.1,3.41,1.3,0.41,0.04
red,7,0.44,1.0,11.1,3.14,2.0,0.79,0.07
white,7,0.25,0.99,11.1,3.3,1.4,0.44,0.03
white,7,0.25,0.99,11.1,3.3,1.4,0.44,0.03
white,7,0.26,0.99,11.1,3.34,1.4,0.41,0.04
white,7,0.13,0.99,11.1,3.23,4.6,0.39,0.08
white,7,0.14,0.99,11.1,3.27,1.2,0.69,0.05
white,7,0.3,0.99,11.1,3.07,1.4,0.47,0.04
white,7,0.35,0.99,11.1,3.2,2.4,0.54,0.05
red,7,0.21,1.0,11.1,3.23,1.6,0.58,0.07
white,7,0.28,0.99,11.1,3.01,6.0,0.33,0.02
white,7,0.19,0.99,11.1,3.1,2.6,0.49,0.04
white,7,0.22,0.99,11.1,3.14,0.9,0.36,0.03
white,7,0.17,0.99,11.1,3.16,2.5,0.37,0.03
red,7,0.33,0.99,11.1,3.18,1.5,0.89,0.06
white,7,0.25,0.99,11.1,3.18,4.5,0.4,0.04
white,7,0.16,0.99,11.1,3.23,1.4,0.44,0.06
white,7,0.31,1.0,11.1,3.46,7.4,0.62,0.06
white,7,0.19,0.99,11.1,3.54,1.1,0.59,0.05
white,7,0.28,0.99,11.1,3.35,1.6,0.38,0.05
red,7,0.36,1.0,11.1,3.14,2.3,0.72,0.09
white,7,0.23,0.99,11.1,3.14,7.7,0.3,0.05
white,7,0.31,0.99,11.0,3.17,2.9,0.35,0.04
white,7,0.29,0.99,11.0,3.09,10.8,0.59,0.05
white,7,0.35,0.99,11.0,3.27,5.7,0.41,0.04
red,7,0.22,1.0,11.0,3.47,1.9,0.87,0.06
white,7,0.19,0.99,11.0,3.38,1.6,0.54,0.03
red,7,0.24,1.0,11.0,3.15,2.1,0.9,0.07
red,7,0.36,1.0,11.0,3.4,2.1,0.85,0.07
red,7,0.36,1.0,11.0,3.4,2.1,0.85,0.07
red,7,0.36,1.0,11.0,3.4,2.1,0.85,0.07
white,7,0.22,0.99,11.0,3.76,1.2,0.63,0.04
red,7,0.36,1.0,11.0,3.4,2.1,0.85,0.07
