,Occupation_Code,Occupation_Title,Total_Employees,Mean_Annual_Wage,Annual_10th_Percentile_Wage,Annual_25th_Percentile_Wage,Annual_Median_Wage,Annual_75th_Percentile_Wage,Annual_90th_Percentile_Wage,Probability of Automation,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
102,131161,Market Research Analysts and Marketing Specialists,"558,630","70,620","33,950","45,550","62,560","88,260","121,720",0.61,3110.0,450.0,10180.0,3170.0,91340.0,14740.0,7220.0,1950.0,5420.0,26860.0,19000.0,970.0,1450.0,22050.0,8440.0,4470.0,5000.0,3890.0,2350.0,750.0,9980.0,20300.0,14790.0,13740.0,1510.0,9980.0,870.0,2950.0,0.0,1940.0,16100.0,1230.0,56860.0,15740.0,760.0,21350.0,3340.0,5540.0,24490.0,1520.0,0.0,630.0,7180.0,29320.0,6250.0,1520.0,18500.0,16230.0,830.0,11210.0,350.0
103,131190,Miscellaneous Business Operations Specialists,"958,670","74,870","38,020","51,480","69,040","92,080","118,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,131199,"Business Operations Specialists, All Other","958,670","74,870","38,020","51,480","69,040","92,080","118,500",0.23,6870.0,2830.0,12320.0,9220.0,138000.0,40420.0,7870.0,1190.0,31000.0,77000.0,34010.0,4770.0,2660.0,54880.0,13600.0,10270.0,8330.0,8280.0,17430.0,3430.0,21060.0,11550.0,26280.0,24500.0,3220.0,14710.0,3200.0,4540.0,6220.0,3570.0,44410.0,7240.0,23420.0,34370.0,2550.0,33180.0,4750.0,15260.0,15900.0,2160.0,3970.0,730.0,12880.0,67810.0,7710.0,930.0,30530.0,32530.0,2740.0,11140.0,1220.0
105,132000,Financial Specialists,"2,651,370","80,700","38,700","51,510","68,780","94,940","131,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,132010,Accountants and Auditors,"1,246,540","76,730","42,140","53,240","68,150","90,670","120,910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,132011,Accountants and Auditors,"1,246,540","76,730","42,140","53,240","68,150","90,670","120,910",0.94,15360.0,2350.0,20200.0,5980.0,147320.0,34150.0,15480.0,5890.0,11080.0,75640.0,36360.0,4840.0,3970.0,51350.0,20010.0,9630.0,12010.0,10610.0,11010.0,4390.0,26510.0,35730.0,30510.0,27130.0,5480.0,24130.0,3140.0,8700.0,7610.0,4780.0,36640.0,6580.0,108800.0,31080.0,3870.0,42890.0,14150.0,12050.0,52590.0,4550.0,14470.0,4540.0,16430.0,118320.0,10600.0,3050.0,40220.0,27370.0,3840.0,21300.0,1840.0
108,132020,Appraisers and Assessors of Real Estate,"60,770","58,030","27,060","37,490","51,850","73,080","97,120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,132021,Appraisers and Assessors of Real Estate,"60,770","58,030","27,060","37,490","51,850","73,080","97,120",0.9,710.0,150.0,1150.0,600.0,4220.0,1690.0,660.0,180.0,0.0,4170.0,2820.0,290.0,400.0,2090.0,1710.0,640.0,720.0,400.0,630.0,380.0,1470.0,1420.0,2530.0,2160.0,380.0,1780.0,330.0,520.0,690.0,210.0,1520.0,690.0,3370.0,1480.0,110.0,1720.0,760.0,800.0,1570.0,320.0,870.0,280.0,900.0,5750.0,910.0,130.0,1480.0,880.0,760.0,860.0,240.0
110,132030,Budget Analysts,"54,700","77,170","48,300","58,860","73,840","92,890","111,460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,132031,Budget Analysts,"54,700","77,170","48,300","58,860","73,840","92,890","111,460",0.94,860.0,290.0,1150.0,430.0,7080.0,1140.0,1000.0,140.0,1960.0,2910.0,1400.0,260.0,170.0,1400.0,500.0,280.0,0.0,1180.0,430.0,150.0,2230.0,2060.0,870.0,430.0,410.0,720.0,220.0,310.0,300.0,90.0,2380.0,620.0,3430.0,960.0,120.0,0.0,790.0,700.0,1450.0,170.0,310.0,130.0,460.0,4930.0,310.0,80.0,3610.0,1310.0,210.0,0.0,110.0
112,132040,Credit Analysts,"72,930","81,160","40,860","52,510","69,930","96,910","137,730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,132041,Credit Analysts,"72,930","81,160","40,860","52,510","69,930","96,910","137,730",0.98,490.0,0.0,1130.0,520.0,7910.0,1300.0,1240.0,1150.0,220.0,2780.0,1830.0,80.0,240.0,2930.0,800.0,1190.0,570.0,500.0,300.0,190.0,0.0,1940.0,1230.0,3460.0,380.0,1330.0,130.0,520.0,0.0,150.0,0.0,160.0,7630.0,2910.0,190.0,2810.0,560.0,610.0,2400.0,0.0,810.0,380.0,1180.0,7940.0,830.0,100.0,1840.0,900.0,100.0,1850.0,40.0
114,132050,Financial Analysts and Advisors,"575,110","103,050","44,690","58,800","80,940","119,780","197,410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,132051,Financial Analysts,"281,610","97,640","50,350","62,640","81,760","111,760","165,100",0.23,1420.0,350.0,6380.0,910.0,34100.0,3570.0,6040.0,3570.0,3010.0,10990.0,6900.0,390.0,420.0,13840.0,2530.0,1850.0,1180.0,1300.0,820.0,420.0,5970.0,13700.0,5800.0,6480.0,530.0,3730.0,160.0,2050.0,770.0,0.0,7960.0,580.0,49050.0,7720.0,280.0,8850.0,1510.0,2380.0,10830.0,1070.0,1650.0,500.0,3690.0,23710.0,2170.0,170.0,0.0,5740.0,370.0,4460.0,90.0
116,132052,Personal Financial Advisors,"201,850","123,100","41,160","57,460","90,530","160,490",#,0.58,2060.0,130.0,3890.0,910.0,24580.0,3950.0,4300.0,570.0,500.0,11270.0,5390.0,460.0,680.0,12890.0,3900.0,1710.0,1870.0,1540.0,1250.0,410.0,5110.0,6520.0,4580.0,3810.0,770.0,4280.0,370.0,1080.0,710.0,700.0,6800.0,510.0,27790.0,5500.0,500.0,5670.0,1170.0,1870.0,8350.0,0.0,1680.0,350.0,2330.0,12660.0,1920.0,350.0,4560.0,3890.0,460.0,4370.0,200.0
117,132053,Insurance Underwriters,"91,650","75,480","40,160","51,290","67,680","91,780","121,430",0.99,960.0,120.0,1470.0,200.0,7440.0,1390.0,3160.0,200.0,0.0,4300.0,6050.0,280.0,190.0,5390.0,1060.0,1760.0,0.0,330.0,1240.0,410.0,1930.0,3230.0,1760.0,1750.0,280.0,2090.0,130.0,1590.0,300.0,370.0,3580.0,140.0,7860.0,2390.0,350.0,4860.0,530.0,730.0,4900.0,420.0,910.0,270.0,880.0,5660.0,460.0,190.0,2280.0,1970.0,170.0,2290.0,90.0
118,132060,Financial Examiners,"49,750","88,940","46,400","59,810","79,280","109,160","148,390",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,132061,Financial Examiners,"49,750","88,940","46,400","59,810","79,280","109,160","148,390",0.17,1030.0,80.0,0.0,180.0,4300.0,1030.0,560.0,0.0,550.0,2930.0,770.0,90.0,130.0,2030.0,410.0,930.0,330.0,480.0,230.0,160.0,440.0,1530.0,690.0,1400.0,150.0,1790.0,90.0,240.0,180.0,160.0,2130.0,100.0,5140.0,2190.0,150.0,3330.0,460.0,490.0,1640.0,360.0,300.0,180.0,620.0,3600.0,400.0,50.0,1710.0,410.0,100.0,1400.0,0.0
120,132070,Credit Counselors and Loan Officers,"339,800","73,570","32,310","43,270","61,030","89,160","128,660",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,132071,Credit Counselors,"34,110","49,480","29,510","35,570","44,380","56,470","75,220",0.04,80.0,0.0,0.0,50.0,4310.0,120.0,0.0,180.0,90.0,3050.0,380.0,40.0,100.0,1460.0,230.0,410.0,80.0,0.0,0.0,240.0,670.0,1390.0,890.0,670.0,280.0,600.0,80.0,0.0,80.0,260.0,0.0,250.0,1910.0,440.0,60.0,910.0,560.0,460.0,1980.0,180.0,280.0,60.0,0.0,2360.0,390.0,40.0,590.0,410.0,190.0,330.0,0.0
122,132072,Loan Officers,"305,700","76,260","32,820","45,100","63,650","92,610","132,290",0.98,3740.0,700.0,9840.0,2360.0,38100.0,5320.0,2200.0,940.0,650.0,21060.0,7650.0,1160.0,2520.0,13380.0,4640.0,5180.0,3900.0,4140.0,3670.0,1260.0,4540.0,5330.0,0.0,7540.0,2250.0,7350.0,1400.0,2980.0,2200.0,1070.0,6570.0,1210.0,11250.0,12690.0,1220.0,11980.0,4230.0,3640.0,11800.0,1230.0,4200.0,1580.0,6380.0,22400.0,4550.0,570.0,9170.0,6710.0,820.0,6800.0,730.0
123,132080,"Tax Examiners, Collectors and Preparers, and Revenue Agents","128,480","51,080","21,820","30,560","45,300","64,240","90,430",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,132081,"Tax Examiners and Collectors, and Revenue Agents","58,450","57,950","31,860","40,090","52,060","72,090","97,440",0.93,1110.0,70.0,560.0,520.0,8870.0,680.0,1020.0,100.0,0.0,4220.0,2160.0,100.0,290.0,1490.0,580.0,190.0,0.0,1910.0,610.0,290.0,480.0,1650.0,600.0,1080.0,390.0,2170.0,130.0,220.0,240.0,320.0,1450.0,260.0,5270.0,1530.0,80.0,1640.0,420.0,540.0,3320.0,320.0,280.0,140.0,1200.0,4000.0,1860.0,100.0,1410.0,1090.0,460.0,510.0,0.0
125,132082,Tax Preparers,"70,030","45,340","19,600","24,550","36,550","57,880","80,250",0.99,590.0,240.0,1500.0,630.0,10590.0,1140.0,690.0,100.0,200.0,3500.0,3320.0,230.0,260.0,0.0,2020.0,690.0,610.0,1060.0,1050.0,360.0,660.0,1440.0,2440.0,1080.0,540.0,1240.0,230.0,210.0,470.0,250.0,1320.0,340.0,2380.0,1810.0,110.0,2040.0,1360.0,1400.0,1750.0,250.0,980.0,260.0,1310.0,6850.0,790.0,0.0,2200.0,0.0,310.0,750.0,50.0
126,132090,Miscellaneous Financial Specialists,"123,270","76,230","39,000","51,950","69,470","92,310","118,780",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,132099,"Financial Specialists, All Other","123,270","76,230","39,000","51,950","69,470","92,310","118,780",0.33,740.0,370.0,1460.0,310.0,14390.0,3410.0,1060.0,560.0,3180.0,6550.0,4090.0,660.0,380.0,6850.0,2060.0,1360.0,500.0,1420.0,1140.0,360.0,4900.0,2800.0,4890.0,3330.0,500.0,0.0,280.0,260.0,1150.0,530.0,6590.0,990.0,4230.0,3630.0,340.0,5360.0,660.0,1280.0,4000.0,690.0,870.0,70.0,1590.0,9090.0,980.0,120.0,4380.0,3430.0,580.0,1710.0,90.0
128,150000,Computer and Mathematical Occupations,"4,165,140","87,880","42,650","59,120","82,830","111,690","141,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,151100,Computer Occupations,"3,997,370","87,870","42,560","59,090","82,860","111,770","141,260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,151110,Computer and Information Research Scientists,"26,580","116,320","64,950","87,400","111,840","140,430","169,680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,151111,Computer and Information Research Scientists,"26,580","116,320","64,950","87,400","111,840","140,430","169,680",0.015,310.0,0.0,200.0,0.0,4950.0,310.0,80.0,0.0,640.0,500.0,730.0,120.0,0.0,900.0,0.0,0.0,90.0,0.0,60.0,0.0,2490.0,1180.0,380.0,360.0,230.0,240.0,40.0,40.0,0.0,170.0,1530.0,890.0,920.0,170.0,0.0,170.0,460.0,250.0,410.0,430.0,320.0,0.0,140.0,1810.0,680.0,0.0,2550.0,0.0,0.0,0.0,0.0
132,151120,Computer and Information Analysts,"665,830","92,260","53,190","67,770","87,960","112,390","139,540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,151121,Computer Systems Analysts,"568,960","91,620","53,110","67,460","87,220","111,040","137,690",0.0065,4020.0,580.0,15150.0,2790.0,75750.0,8770.0,7120.0,3500.0,4460.0,18050.0,17000.0,1190.0,1230.0,29390.0,8310.0,5660.0,5010.0,4140.0,1900.0,1720.0,15760.0,14130.0,15250.0,15660.0,1750.0,11330.0,620.0,3430.0,1800.0,2300.0,14130.0,1490.0,38220.0,22940.0,680.0,27200.0,2930.0,4830.0,21630.0,1820.0,5940.0,700.0,7250.0,58680.0,3800.0,480.0,26480.0,18130.0,860.0,12800.0,170.0
134,151122,Information Security Analysts,"96,870","96,040","53,760","69,840","92,600","119,020","147,290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,151130,Software Developers and Programmers,"1,604,570","100,080","53,300","71,410","95,830","124,260","155,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,151131,Computer Programmers,"271,200","85,180","45,570","61,100","79,840","103,690","130,360",0.48,6590.0,570.0,4700.0,3540.0,37570.0,2930.0,5850.0,900.0,1370.0,11690.0,8820.0,510.0,660.0,13350.0,4340.0,1330.0,1910.0,1260.0,2430.0,810.0,5300.0,6880.0,3730.0,7180.0,700.0,7240.0,670.0,2850.0,1880.0,1490.0,13080.0,610.0,17790.0,6760.0,570.0,5460.0,1610.0,3330.0,13030.0,1150.0,3320.0,740.0,4110.0,20430.0,4210.0,420.0,8780.0,10280.0,630.0,5660.0,210.0
137,151132,"Software Developers, Applications","794,000","104,300","58,300","76,170","100,080","126,940","157,590",0.042,5500.0,360.0,13970.0,2120.0,129180.0,25450.0,9240.0,3470.0,2330.0,33070.0,25630.0,790.0,2240.0,26180.0,8460.0,6900.0,5330.0,5080.0,1420.0,1630.0,12890.0,31150.0,20090.0,14760.0,860.0,13510.0,660.0,4920.0,2440.0,4950.0,42050.0,1230.0,49350.0,24090.0,1220.0,33330.0,4320.0,12530.0,26230.0,2180.0,3580.0,1140.0,6060.0,60550.0,9700.0,1040.0,34790.0,49010.0,880.0,15850.0,250.0
138,151133,"Software Developers, Systems Software","409,820","110,590","64,650","83,270","106,860","133,970","163,220",0.13,4000.0,120.0,11430.0,1020.0,90290.0,13650.0,4790.0,0.0,3040.0,15520.0,13660.0,730.0,1240.0,12570.0,3540.0,2430.0,2850.0,1960.0,1180.0,310.0,15640.0,27630.0,12040.0,8990.0,850.0,4430.0,450.0,2180.0,890.0,1410.0,11390.0,1780.0,19020.0,8260.0,580.0,5650.0,2260.0,3470.0,10010.0,1110.0,2530.0,490.0,3980.0,30850.0,3890.0,880.0,24950.0,13960.0,580.0,3650.0,0.0
139,151134,Web Developers,"129,540","72,150","35,390","47,580","66,130","91,600","119,550",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,151140,Database and Systems Administrators and Network Architects,"647,610","89,750","50,040","64,320","84,970","111,460","136,970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,151141,Database Administrators,"113,730","87,130","47,300","62,350","84,950","109,940","129,930",0.03,1600.0,210.0,2770.0,700.0,12370.0,2430.0,1400.0,610.0,950.0,7310.0,4940.0,260.0,410.0,4450.0,1750.0,690.0,980.0,1130.0,510.0,300.0,3660.0,2940.0,2680.0,2420.0,360.0,2360.0,190.0,910.0,710.0,430.0,3310.0,400.0,6650.0,2780.0,170.0,4190.0,830.0,1000.0,5680.0,430.0,1070.0,100.0,1220.0,12010.0,940.0,230.0,5830.0,2070.0,430.0,1770.0,190.0
142,151142,Network and Computer Systems Administrators,"376,820","84,500","48,870","61,870","79,700","102,400","127,610",0.03,4410.0,1010.0,7060.0,3140.0,42450.0,10880.0,3530.0,1230.0,2710.0,17420.0,11310.0,1390.0,1440.0,14170.0,7590.0,3590.0,5040.0,3280.0,2780.0,1510.0,14340.0,10260.0,8450.0,9180.0,1140.0,8180.0,650.0,2920.0,1330.0,1940.0,11620.0,1970.0,24600.0,11740.0,690.0,13760.0,2680.0,3220.0,14010.0,1750.0,5160.0,1650.0,5430.0,32090.0,3560.0,1360.0,19470.0,9080.0,1110.0,7010.0,530.0
143,151143,Computer Network Architects,"157,070","104,240","55,610","74,970","101,210","128,820","158,590",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,151150,Computer Support Specialists,"791,580","56,600","31,070","39,680","52,160","69,120","90,890",0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,151151,Computer User Support Specialists,"602,840","53,100","29,440","37,810","49,390","63,740","82,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,151152,Computer Network Support Specialists,"188,740","67,770","37,040","47,550","62,670","82,560","105,910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,151190,Miscellaneous Computer Occupations,"261,210","88,880","45,410","64,690","86,510","110,590","133,890",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,151199,"Computer Occupations, All Other","261,210","88,880","45,410","64,690","86,510","110,590","133,890",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,152000,Mathematical Science Occupations,"167,770","88,230","44,810","59,620","81,750","109,780","140,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,152010,Actuaries,"19,940","114,120","58,910","74,480","100,610","140,190","186,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,152011,Actuaries,"19,940","114,120","58,910","74,480","100,610","140,190","186,250",0.21,60.0,0.0,200.0,60.0,1410.0,260.0,850.0,70.0,180.0,580.0,260.0,0.0,40.0,1590.0,230.0,710.0,490.0,0.0,0.0,130.0,420.0,1100.0,420.0,400.0,50.0,460.0,0.0,290.0,0.0,100.0,810.0,30.0,2410.0,380.0,0.0,990.0,40.0,110.0,1530.0,190.0,90.0,0.0,80.0,1180.0,140.0,0.0,200.0,350.0,0.0,660.0,0.0
152,152020,Mathematicians,"2,730","105,600","54,890","72,440","105,810","129,730","160,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,152021,Mathematicians,"2,730","105,600","54,890","72,440","105,810","129,730","160,310",0.047,0.0,0.0,0.0,0.0,720.0,30.0,0.0,0.0,70.0,110.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,60.0,40.0,0.0,0.0,40.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,130.0,0.0,0.0,470.0,0.0,0.0,0.0,0.0
154,152030,Operations Research Analysts,"109,150","84,340","43,400","57,400","79,200","105,410","132,660",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,152031,Operations Research Analysts,"109,150","84,340","43,400","57,400","79,200","105,410","132,660",0.035,720.0,130.0,4370.0,550.0,14590.0,1030.0,1420.0,860.0,910.0,6340.0,2510.0,320.0,390.0,8360.0,1390.0,570.0,1160.0,930.0,1120.0,330.0,3880.0,4590.0,1580.0,2530.0,220.0,990.0,110.0,740.0,350.0,0.0,1640.0,350.0,5710.0,2300.0,130.0,3790.0,620.0,1100.0,2500.0,460.0,920.0,0.0,1770.0,10620.0,780.0,60.0,7930.0,3060.0,230.0,1440.0,0.0
156,152040,Statisticians,"33,440","85,160","46,500","60,770","80,500","104,420","130,090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,152041,Statisticians,"33,440","85,160","46,500","60,770","80,500","104,420","130,090",0.22,170.0,50.0,810.0,170.0,4120.0,450.0,500.0,120.0,1430.0,830.0,730.0,0.0,50.0,1270.0,660.0,200.0,230.0,90.0,50.0,100.0,3000.0,2640.0,660.0,890.0,60.0,890.0,40.0,200.0,90.0,130.0,700.0,80.0,1040.0,1170.0,70.0,670.0,280.0,560.0,2510.0,30.0,390.0,0.0,600.0,1590.0,210.0,40.0,1120.0,1040.0,130.0,470.0,0.0
158,152090,Miscellaneous Mathematical Science Occupations,"2,510","73,700","28,890","36,810","60,290","97,200","151,170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,152091,Mathematical Technicians,510,"58,490","28,980","36,410","49,660","63,670","100,730",0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,152099,"Mathematical Science Occupations, All Other","2,000","77,550","28,890","37,110","65,050","104,370","157,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,170000,Architecture and Engineering Occupations,"2,499,050","84,300","42,550","57,540","77,900","104,130","133,440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,171000,"Architects, Surveyors, and Cartographers","174,720","76,260","40,910","53,110","70,010","92,670","118,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,171010,"Architects, Except Naval","119,280","81,920","44,700","57,120","74,850","97,870","126,680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,171011,"Architects, Except Landscape and Naval","99,860","84,470","46,600","59,000","76,930","99,790","129,810",0.018000000000000002,1110.0,210.0,1510.0,560.0,13560.0,3210.0,1060.0,170.0,1930.0,4800.0,2380.0,620.0,280.0,4790.0,1120.0,480.0,840.0,750.0,1090.0,200.0,2350.0,3050.0,2130.0,1830.0,270.0,1960.0,430.0,660.0,360.0,180.0,1790.0,520.0,12550.0,2010.0,260.0,2820.0,700.0,1620.0,3780.0,280.0,1050.0,100.0,990.0,8520.0,760.0,250.0,2960.0,3520.0,160.0,1220.0,120.0
165,171012,Landscape Architects,"19,420","68,820","38,950","48,990","63,480","83,530","106,770",0.045,40.0,30.0,360.0,100.0,2700.0,310.0,230.0,0.0,50.0,1470.0,880.0,140.0,40.0,400.0,240.0,220.0,170.0,110.0,140.0,0.0,400.0,770.0,490.0,280.0,0.0,310.0,30.0,70.0,0.0,0.0,520.0,0.0,1470.0,440.0,50.0,760.0,140.0,480.0,650.0,100.0,340.0,110.0,180.0,1460.0,200.0,130.0,690.0,750.0,40.0,560.0,0.0
166,171020,"Surveyors, Cartographers, and Photogrammetrists","55,440","64,070","34,670","45,420","60,200","79,080","98,680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,171021,Cartographers and Photogrammetrists,"12,100","66,160","39,740","49,100","62,750","79,870","99,800",0.88,170.0,150.0,240.0,60.0,1570.0,870.0,80.0,0.0,0.0,520.0,140.0,50.0,180.0,270.0,90.0,0.0,140.0,110.0,0.0,60.0,470.0,90.0,360.0,250.0,40.0,170.0,100.0,70.0,130.0,120.0,180.0,80.0,170.0,520.0,40.0,90.0,110.0,480.0,210.0,0.0,350.0,90.0,140.0,1590.0,140.0,40.0,440.0,400.0,40.0,240.0,90.0
168,171022,Surveyors,"43,340","63,480","33,630","44,350","59,390","78,800","98,360",0.38,570.0,310.0,670.0,590.0,4220.0,1390.0,500.0,80.0,0.0,3320.0,940.0,200.0,290.0,1070.0,920.0,350.0,520.0,530.0,920.0,230.0,890.0,1100.0,1210.0,760.0,520.0,700.0,330.0,330.0,410.0,240.0,1260.0,340.0,1670.0,960.0,370.0,1040.0,700.0,620.0,1580.0,80.0,860.0,140.0,800.0,4250.0,660.0,100.0,1470.0,850.0,460.0,720.0,260.0
169,172000,Engineers,"1,635,420","96,440","55,670","70,190","91,010","117,350","147,670",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,172010,Aerospace Engineers,"68,510","112,010","69,150","85,500","109,650","135,020","160,290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,172011,Aerospace Engineers,"68,510","112,010","69,150","85,500","109,650","135,020","160,290",0.017,4470.0,0.0,1910.0,0.0,10800.0,2410.0,1780.0,0.0,310.0,2490.0,2620.0,0.0,0.0,370.0,210.0,0.0,2370.0,130.0,0.0,0.0,3180.0,1080.0,1330.0,340.0,110.0,0.0,40.0,110.0,360.0,70.0,1750.0,730.0,380.0,710.0,0.0,4890.0,1170.0,110.0,1200.0,0.0,0.0,0.0,310.0,7450.0,800.0,0.0,2350.0,0.0,160.0,0.0,0.0
172,172020,Agricultural Engineers,"1,980","77,330","45,510","58,500","73,640","92,330","117,130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,172021,Agricultural Engineers,"1,980","77,330","45,510","58,500","73,640","92,330","117,130",0.49,0.0,0.0,0.0,40.0,370.0,30.0,0.0,0.0,0.0,140.0,100.0,0.0,0.0,40.0,70.0,150.0,30.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,100.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
174,172030,Biomedical Engineers,"20,590","89,970","51,050","65,700","85,620","107,850","134,620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,172031,Biomedical Engineers,"20,590","89,970","51,050","65,700","85,620","107,850","134,620",0.037000000000000005,0.0,0.0,750.0,50.0,4760.0,510.0,170.0,0.0,50.0,650.0,340.0,0.0,0.0,350.0,780.0,80.0,0.0,70.0,50.0,40.0,660.0,2880.0,220.0,1160.0,0.0,160.0,0.0,30.0,0.0,90.0,390.0,100.0,780.0,360.0,0.0,680.0,70.0,320.0,1010.0,0.0,70.0,0.0,300.0,1090.0,580.0,0.0,230.0,300.0,50.0,180.0,0.0
176,172040,Chemical Engineers,"31,990","105,420","60,770","76,390","98,340","126,050","158,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
